AGRB,4520,001,Agricultural Policy,18%,24%,26%,28%,2%,0%,0%,2%,0%,"Vassalos, Michael"
AGRB,4910,001,"Int, Agrib & Comm & Rural Dev",90%,5%,5%,0%,0%,0%,0%,0%,0%,"Vassalos, Michael"
AGRB,8080,001,Empir Mthds for Ag Economists,60%,40%,0%,0%,0%,0%,0%,0%,0%,"De Figueiredo Silva, Felipe"
AL,3490,400,Principles of Coaching,64%,16%,12%,0%,0%,0%,0%,4%,4%,"Cadorette, Deborah Jo"
AL,3490,401,Principles of Coaching,76%,16%,4%,0%,0%,0%,0%,4%,0%,"Cadorette, Deborah Jo"
AL,3490,402,Principles of Coaching,40%,32%,12%,0%,0%,0%,0%,16%,0%,"Cadorette, Deborah Jo"
AL,3490,403,Principles of Coaching,50%,42%,4%,0%,0%,0%,0%,4%,0%,"Connor, Clyde Keith"
AL,3490,405,Principles of Coaching,76%,20%,0%,0%,0%,0%,0%,4%,0%,"Fry, Edmond H"
AL,3490,406,Principles of Coaching,86%,9%,0%,0%,5%,0%,0%,0%,0%,"Whitrow, Nicholas Philip Edward"
AL,3490,408,Principles of Coaching,80%,16%,4%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M"
AL,3490,409,Principles of Coaching,88%,8%,0%,4%,0%,0%,0%,0%,0%,"Neuder, Joel P"
AL,3490,410,Principles of Coaching,80%,16%,4%,0%,0%,0%,0%,0%,0%,"Neuder, Joel P"
AL,3490,411,Principles of Coaching,52%,32%,8%,8%,0%,0%,0%,0%,0%,"Plumblee, John T"
AL,3490,412,Principles of Coaching,58%,38%,0%,4%,0%,0%,0%,0%,0%,"Plumblee, John T"
AL,3490,413,Principles of Coaching,48%,40%,12%,0%,0%,0%,0%,0%,0%,"Plumblee, John T"
AL,3490,414,Principles of Coaching,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard Donell"
AL,3490,416,Principles of Coaching,70%,17%,4%,0%,4%,0%,0%,4%,0%,"Hickey, Justin M"
AL,3500,400,Sci Basis I/Ex Phy,23%,19%,42%,12%,4%,0%,0%,0%,0%,"Godfrey, Michael G"
AL,3500,401,Sci Basis I/Ex Phy,28%,48%,16%,4%,0%,0%,0%,4%,0%,"Godfrey, Michael G"
AL,3530,400,Athletic Injuries,60%,24%,12%,0%,0%,0%,0%,4%,0%,"Colbert, Isaac Sean"
AL,3530,401,Athletic Injuries,46%,38%,8%,4%,4%,0%,0%,0%,0%,"Colbert, Isaac Sean"
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,59%,23%,14%,5%,0%,0%,0%,0%,0%,"Connor, Clyde Keith"
AL,3610,400,Admin/Org of Athletic Programs,92%,4%,0%,0%,0%,0%,0%,4%,0%,"Oates, Henry C."
AL,3610,401,Admin/Org of Athletic Programs,52%,32%,16%,0%,0%,0%,0%,0%,0%,"Oates, Henry C."
AL,3610,402,Admin/Org of Athletic Programs,58%,31%,8%,4%,0%,0%,0%,0%,0%,"Moore, Edward F"
AL,3610,403,Admin/Org of Athletic Programs,58%,21%,8%,4%,0%,0%,0%,8%,0%,"Moore, Edward F"
AL,3620,400,Psychology of Coaching,52%,20%,16%,8%,4%,0%,0%,0%,0%,"Carter, Natalie Anne"
AL,3620,401,Psychology of Coaching,38%,31%,19%,8%,0%,0%,0%,4%,0%,"Carter, Natalie Anne"
AL,3620,402,Psychology of Coaching,48%,24%,24%,0%,0%,0%,0%,4%,0%,"Carter, Natalie Anne"
AL,3720,400,Coaching Basketball,74%,22%,0%,0%,0%,0%,0%,4%,0%,"Fry, Edmond H"
AL,3740,400,Coaching Football,63%,21%,13%,4%,0%,0%,0%,0%,0%,"Ellison, Kirk W"
AL,3740,401,Coaching Football,72%,28%,0%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W"
AL,3750,400,Coaching Soccer,84%,4%,0%,0%,4%,0%,0%,8%,0%,"Hickey, Justin M"
AL,3760,400,Coaching Strength/Conditioning,69%,19%,0%,0%,4%,0%,0%,4%,4%,"Fry, Edmond H"
AL,3760,401,Coaching Strength/Conditioning,69%,19%,4%,0%,0%,0%,0%,8%,0%,"Fry, Edmond H"
AL,4000,400,Athletic Leadership Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cadorette, Deborah Jo"
AL,4380,401,Coaching CC and T&F,79%,8%,0%,0%,8%,0%,0%,4%,0%,"Carter, Kelly Lamar"
AL,4380,402,"Offi. FB, Basketball, Baseball",52%,28%,16%,4%,0%,0%,0%,0%,0%,"Connor, Clyde Keith"
AL,8380,400,Gender & Equality in Sports,85%,10%,5%,0%,0%,0%,0%,0%,0%,"Butler, Janna Magette"
AL,8380,401,Compliance in Athletics,60%,15%,15%,0%,10%,0%,0%,0%,0%,"Young, Kyle McLendon"
AL,8380,402,Coaching Athl w Disabilities,67%,22%,6%,0%,6%,0%,0%,0%,0%,"Pitts, Rosalyn Mew"
AL,8440,400,Surv of Res Mthds in Athletics,80%,15%,0%,0%,5%,0%,0%,0%,0%,"Stokowski, Sarah E"
AL,8440,401,Surv of Res Mthds in Athletics,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E"
AL,8440,402,Surv of Res Mthds in Athletics,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G"
AL,8490,400,Athletic Leadership Dev,80%,10%,5%,0%,5%,0%,0%,0%,0%,"Butler, Janna Magette"
AL,8490,402,Athletic Leadership Dev,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Butler, Janna Magette"
AL,8490,403,Athletic Leadership Dev,58%,37%,5%,0%,0%,0%,0%,0%,0%,"Butler, Janna Magette"
AL,8640,400,Ethical Iss in Collegiate Athl,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G"
ANTH,2010,001,Introduction to Anthropology,58%,27%,10%,4%,1%,0%,0%,0%,0%,"Tremblay, Suzanna Eve"
ANTH,2010,002,Introduction to Anthropology,76%,19%,3%,1%,0%,0%,0%,0%,0%,"Ambikar, Rucha Pramod"
ANTH,2010,003,Introduction to Anthropology,24%,34%,24%,11%,0%,0%,0%,8%,0%,"Wu, Yi"
ANTH,2010,004,Introduction to Anthropology,59%,26%,7%,4%,4%,0%,0%,0%,0%,"Markus, David M"
ANTH,2010,005,Introduction to Anthropology,31%,29%,14%,11%,3%,0%,0%,11%,0%,"Wu, Yi"
ANTH,2010,006,Introduction to Anthropology,36%,41%,14%,2%,0%,0%,0%,7%,0%,"Rapaport, Lisa G"
ANTH,3010,001,Cultural Anthropology,19%,33%,26%,10%,0%,0%,0%,7%,5%,"Coggeshall, John M"
ANTH,3320,001,World Archaeology,23%,62%,8%,3%,0%,0%,0%,5%,0%,"Markus, David M"
ANTH,3510,001,Biological Anthropology,74%,5%,16%,0%,5%,0%,0%,0%,0%,"Tremblay, Suzanna Eve"
ANTH,3530,001,Forensic Anthropology,50%,32%,14%,5%,0%,0%,0%,0%,0%,"Tremblay, Suzanna Eve"
ANTH,4280,001,"Law, Culture and Society",39%,24%,12%,6%,6%,0%,0%,12%,0%,"Wu, Yi"
APEC,8220,001,Public Policy Econ,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Willis, David Brian"
ARCH,1010,001,Introduction to Architecture,90%,5%,2%,2%,0%,0%,0%,2%,0%,"Hambright-Belue, Sallie Rebecca"
ARCH,2510,001,Arch Foundations I,63%,19%,19%,0%,0%,0%,0%,0%,0%,"Terim, Berrin"
ARCH,2510,002,Arch Foundations I,64%,14%,7%,14%,0%,0%,0%,0%,0%,"Floyd, Harrison Michael"
ARCH,2510,003,Arch Foundations I,50%,29%,7%,0%,14%,0%,0%,0%,0%,"Jefferies, Byron B"
ARCH,2510,004,Arch Foundations I,57%,36%,7%,0%,0%,0%,0%,0%,0%,"Beerman, Bryan Mathew"
ARCH,2510,005,Arch Foundations I,64%,14%,21%,0%,0%,0%,0%,0%,0%,"Peller, Asa Leland"
ARCH,2510,006,Arch Foundations I,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Goel, Swati"
ARCH,2510,007,Arch Foundations I,64%,21%,0%,14%,0%,0%,0%,0%,0%,"Sutherland, Timothy Shan"
ARCH,2510,008,Arch Foundations I,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Voltaire, Chloe"
ARCH,2700,001,Structures I,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Dai, Sida"
ARCH,2710,001,Structures II,20%,40%,33%,0%,0%,0%,0%,7%,0%,"Trick, Amy Christine"
ARCH,3040,001,Modern Arch in Global Context,70%,28%,2%,0%,0%,0%,0%,0%,0%,"Mihalache, Andreea M"
ARCH,3500,001,Intro to Urban Contexts,59%,35%,0%,0%,0%,0%,0%,6%,0%,"Hecker, Douglas A."
ARCH,3500,002,Intro to Urban Contexts,63%,25%,13%,0%,0%,0%,0%,0%,0%,"Wilkerson, Julie Poe"
ARCH,3500,003,Intro to Urban Contexts,69%,31%,0%,0%,0%,0%,0%,0%,0%,"Mendez, Clarissa A"
ARCH,3500,004,Intro to Urban Contexts,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Roberts, Kendall Maurice"
ARCH,3500,005,Intro to Urban Contexts,38%,63%,0%,0%,0%,0%,0%,0%,0%,"Kiser, Kyle David"
ARCH,3500,006,Intro to Urban Contexts,63%,38%,0%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl"
ARCH,3500,007,Intro to Urban Contexts,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Dorsey, Rayshad Earnest"
ARCH,3510,004,Studio Clemson,62%,38%,0%,0%,0%,0%,0%,0%,0%,"del Monte, Richard"
ARCH,3520,001,Studio Charleston,45%,27%,27%,0%,0%,0%,0%,0%,0%,"Watson, Bradford A"
ARCH,3530,001,Studio Genoa,64%,36%,0%,0%,0%,0%,0%,0%,0%,"Lee, David M"
ARCH,4010,001,Architectural Portfolio,67%,22%,7%,0%,0%,0%,0%,4%,0%,"Mendez, Clarissa A"
ARCH,4010,002,Architectural Portfolio,70%,22%,7%,0%,0%,0%,0%,0%,0%,"Dorsey, Rayshad Earnest"
ARCH,4010,003,Architectural Portfolio,62%,29%,0%,0%,0%,0%,0%,5%,5%,"Hecker, Douglas A."
ARCH,4010,004,Architectural Portfolio,79%,13%,8%,0%,0%,0%,0%,0%,0%,"Pass, Brandon George"
ARCH,4010,005,Architectural Portfolio,71%,6%,24%,0%,0%,0%,0%,0%,0%,"Spencer, Arielle"
ARCH,4210,001,Arch Seminar,20%,20%,50%,10%,0%,0%,0%,0%,0%,"Soyka, Gregory Anton"
ARCH,4520,001,Synthesis Studio,7%,71%,14%,0%,7%,0%,0%,0%,0%,"Mozo, Edgar Antonio"
ARCH,4710,001,Arch Hist of Place,60%,10%,20%,0%,10%,0%,0%,0%,0%,"Bello, Norman Edward"
ARCH,6990,011,Architectural Seminar,67%,17%,17%,0%,0%,0%,0%,0%,0%,"Soyka, Gregory Anton"
ARCH,8100,001,Visualization I,72%,20%,8%,0%,0%,0%,0%,0%,0%,"Harding, Daniel Nevin"
ARCH,8210,001,Research Methods,88%,11%,0%,0%,2%,0%,0%,0%,0%,"Battisto, Dina G."
ARCH,8410,001,Arch Studio I,33%,50%,0%,0%,17%,0%,0%,0%,0%,"Laurence, Peter L"
ARCH,8410,002,Arch Studio I,33%,50%,8%,0%,8%,0%,0%,0%,0%,"Trick, Amy Christine"
ARCH,8510,001,Design Studio III,53%,47%,0%,0%,0%,0%,0%,0%,0%,"Franco Santa Cruz, David"
ARCH,8510,002,Design Studio III,29%,65%,0%,0%,6%,0%,0%,0%,0%,"Pass, Brandon George"
ARCH,8510,003,Design Studio III,63%,38%,0%,0%,0%,0%,0%,0%,0%,"Mihalache, Andreea M"
ARCH,8600,001,History/Theory I,83%,13%,4%,0%,0%,0%,0%,0%,0%,"Terim, Berrin"
ARCH,8690,003,Topics in H/Th,17%,67%,8%,0%,8%,0%,0%,0%,0%,"Watson, Bradford A"
ARCH,8700,001,Structures I,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl"
ARCH,8720,001,Productions and Performance,88%,10%,0%,0%,2%,0%,0%,0%,0%,"Blouin, Vincent Yves Marie"
ARCH,8810,002,Professional Practice Survey,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Savory, Thomas Mark"
ARCH,8860,001,Health Facilities,46%,54%,0%,0%,0%,0%,0%,0%,0%,"Allison, David J"
ARCH,8890,001,Mentorship,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Charzewski, Jennifer Graham"
ARCH,8950,001,A+H Studio: Projects,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Allison, David J"
ARCH,8970,001,A+H Studio: Hospital,36%,55%,9%,0%,0%,0%,0%,0%,0%,"Allison, David J"
ART,1050,001,Foundation Drawing I,57%,14%,7%,0%,7%,0%,0%,7%,7%,"Ferguson, Mandy Loraine"
ART,1050,003,Foundation Drawing I,40%,47%,13%,0%,0%,0%,0%,0%,0%,"Thum, Kathleen Ann"
ART,1510,001,Foundations Art I,73%,18%,9%,0%,0%,0%,0%,0%,0%,"Stevens, Brooks Harris"
